fish_name,scientific_name,family,genus,gear,fisher_ID,date,month,year,village,time_decimal,total_weight,number_fish,total_sold,total_consumed
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,9,9/25/2017,9,2017,2,3.42,0.315,3,0,0.315
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,6,4/18/2016,4,2016,2,4.33,0.715,8,0.715,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,22,4/23/2017,4,2017,3,2.9,0.42,10,0,0.42
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,2,3,4/26/2016,4,2016,2,2.83,0.28,6,0,0.28
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,18,2/26/2017,2,2017,3,7.3,46.99,1206,45.51,1.48
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,3,6/11/2016,6,2016,3,2.63,3.72,62,3.48,0.24
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,27,10/14/2016,10,2016,4,3.75,14.01,125,14.01,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,13,4/26/2016,4,2016,2,5.5,1.025,12,1.025,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,28,7/19/2016,7,2016,1,3.75,0.303794288,4,0.303794288,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,43,2/22/2016,2,2016,1,4.92,2.658200022,35,2.658200022,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,59,7/10/2016,7,2016,3,2.03,0.34,6,0,0.34
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,36,12/12/2016,12,2016,4,2.5,0.396,22,0.396,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,47,9/23/2016,9,2016,1,5.25,0.911382865,12,0.911382865,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,2,1,2/26/2017,2,2017,3,7.57,38.47,961,36.87,1.6
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,23,6/19/2016,6,2016,4,2.83,3.285,38,0,3.285
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,13,5/12/2016,5,2016,2,3.83,0.62,7,0.62,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,30,1/11/2017,1,2017,1,1.17,1.974662873,26,1.974662873,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,13,4/28/2016,4,2016,5,5,1.266,35,1.266,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,35,8/23/2016,8,2016,1,4.83,0.531640004,7,0.531640004,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,10,4/19/2016,4,2016,4,3.5,0.643,6,0.643,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,22,6/12/2016,6,2016,4,1.5,0.41,5,0,0.41
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,6,4/18/2016,4,2016,2,4.33,0.225,2,0,0.225
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,49,6/10/2016,6,2016,1,3.25,0.075948572,1,0.075948572,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,2,7/22/2016,7,2016,3,5.1,24.955,336,23.355,1.6
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,10,4/23/2017,4,2017,3,3.52,1.17,16,0.85,0.32
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,12,2/26/2017,2,2017,3,6.82,42.36,1042,41.56,0.8
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,15,7/24/2017,7,2017,1,3.43,0.075948572,1,0.075948572,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,22,6/16/2016,6,2016,1,3.42,0.455691432,6,0.455691432,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,33,7/8/2016,7,2016,1,3.17,1.898714301,25,1.898714301,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,27,3/12/2016,3,2016,1,1.5,0.09,2,0,0.09
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,6,3/14/2016,3,2016,2,5.5,0.795,17,0.795,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,6,9/21/2016,9,2016,2,6.42,0.15,2,0.15,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,23,2/9/2016,2,2016,1,5.75,4.405017179,58,4.405017179,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,16,5/23/2017,5,2017,1,6.05,7.594857205,100,7.594857205,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,5,3/20/2016,3,2016,3,1.63,0.053,1,0,0.053
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,6,4/15/2017,4,2017,1,3.5,1.215177153,16,1.215177153,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,49,2/22/2016,2,2016,1,5.75,1.898714301,25,1.898714301,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,5,2/11/2017,2,2017,3,3.87,0.18,2,0,0.18
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,1,4/20/2017,4,2017,1,5,0.06,1,0,0.06
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,2,3/12/2016,3,2016,3,2.28,0.58,10,0.44,0.14
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,13,7/22/2016,7,2016,2,4.33,0.455,5,0.455,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,6,2/24/2017,2,2017,2,2.88,2.275,87,2.275,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,30,10/15/2016,10,2016,1,2.5,0.02,1,0.02,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,16,2/27/2017,2,2017,1,8.63,2.278457161,30,2.278457161,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,30,9/30/2016,9,2016,1,6.25,3.645531458,48,3.645531458,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,24,11/13/2016,11,2016,3,2.32,3.9,46,3.22,0.68
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,22,7/26/2016,7,2016,1,3.43,2.126560017,28,2.126560017,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,29,7/24/2017,7,2017,1,5.53,3.417685742,45,3.417685742,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,12,9/26/2016,9,2016,3,2.83,0.42,6,0,0.42
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,3,5/26/2016,5,2016,3,1.73,0.081,1,0,0.081
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,10,4/13/2017,4,2017,2,3.17,0.885,17,0.885,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,16,2/9/2016,2,2016,1,6,10.40495437,137,10.40495437,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,8,10/17/2016,10,2016,2,3.67,0.19,2,0.19,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,9,6/29/2016,6,2016,2,4.17,0.205,2,0.205,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,29,4/20/2017,4,2017,1,3.82,2.430354306,32,2.430354306,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,12,8/18/2016,8,2016,2,2.22,0.485,5,0,0.485
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,5,1/31/2017,1,2017,3,3.33,1.44,24,1.14,0.3
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,17,9/22/2016,9,2016,2,3.75,0.72,8,0.72,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,6,4/26/2017,4,2017,1,4.87,4.101222891,54,4.101222891,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,22,3/25/2017,3,2017,3,3.85,3.14,58,2.78,0.36
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,9,5/8/2016,5,2016,2,3.33,0.97,10,0.97,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,28,2/22/2016,2,2016,1,4.2,1.518971441,20,1.518971441,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,9,5/20/2017,5,2017,2,3.17,0.075,1,0,0.075
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,39,4/26/2017,4,2017,1,6.5,1.518971441,20,1.518971441,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,13,11/26/2016,11,2016,2,9.33,0.65,8,0.65,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,54,5/15/2017,5,2017,1,4.83,5.999937192,79,5.999937192,0
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,8,5,5/18/2016,5,2016,3,3.7,2.61,40,2.042,0.568
tsaingatsainga,Rastreliger kanagurta,NA,Rastreliger,1,8,1/30/2017,1,2017,5,5.17,2.4,20,1.752,0.648
angera,Pomadasys maculatus,NA,Pomadasys,1,8,10/23/2016,10,2016,2,4.75,0.13,3,0.13,0
angera,Pomadasys maculatus,NA,Pomadasys,8,10,5/26/2016,5,2016,3,2.82,0.035,1,0,0.035
angera,Pomadasys maculatus,NA,Pomadasys,8,8,5/27/2017,5,2017,2,3.42,0.16,3,0.16,0
angera,Pomadasys maculatus,NA,Pomadasys,1,19,8/22/2016,8,2016,2,2.4,0.08,1,0,0.08
angera,Pomadasys maculatus,NA,Pomadasys,2,3,12/9/2016,12,2016,2,3.75,5.035,1,5.035,0
angera,Pomadasys maculatus,NA,Pomadasys,1,17,8/22/2016,8,2016,2,4.22,0.42,7,0.42,0
angera,Pomadasys maculatus,NA,Pomadasys,1,18,5/20/2017,5,2017,2,3.67,0.175,2,0,0.175
angera,Pomadasys maculatus,NA,Pomadasys,1,6,2/24/2017,2,2017,2,2.88,0.095,2,0.095,0
angera,Pomadasys maculatus,NA,Pomadasys,1,17,7/22/2016,7,2016,2,3.75,0.065,1,0,0.065
angera,Pomadasys maculatus,NA,Pomadasys,8,15,9/22/2016,9,2016,2,4.33,0.075,1,0,0.075
angera,Pomadasys maculatus,NA,Pomadasys,8,14,6/16/2016,6,2016,2,4.92,0.145,3,0.145,0
angera,Pomadasys maculatus,NA,Pomadasys,1,13,6/20/2016,6,2016,2,5.17,0.21,4,0.21,0
angera,Pomadasys maculatus,NA,Pomadasys,1,9,6/20/2016,6,2016,2,4.17,0.275,5,0.275,0
angera,Pomadasys maculatus,NA,Pomadasys,1,13,11/26/2016,11,2016,2,9.33,0.21,5,0.21,0
angera,Pomadasys maculatus,NA,Pomadasys,1,10,4/26/2016,4,2016,2,4.33,0.145,5,0.145,0
angera,Pomadasys maculatus,NA,Pomadasys,1,18,6/21/2017,6,2017,2,3.25,0.79,9,0.79,0
angera,Pomadasys maculatus,NA,Pomadasys,1,6,3/26/2016,3,2016,2,4.5,0.66,21,0.66,0
angera,Pomadasys maculatus,NA,Pomadasys,1,15,7/22/2016,7,2016,2,3.22,0.05,1,0,0.05
angera,Pomadasys maculatus,NA,Pomadasys,1,28,9/9/2016,9,2016,4,2.17,0.115,1,0.115,0
angera,Pomadasys maculatus,NA,Pomadasys,1,23,10/31/2017,10,2017,2,3.75,0.035,1,0,0.035
angera,Pomadasys maculatus,NA,Pomadasys,1,6,4/22/2016,4,2016,2,5.5,0.065,1,0,0.065
angera,Pomadasys maculatus,NA,Pomadasys,1,10,5/30/2016,5,2016,2,4.07,0.035,1,0,0.035
angera,Pomadasys maculatus,NA,Pomadasys,1,23,8/31/2017,8,2017,2,3.75,0.035,1,0,0.035
angera,Pomadasys maculatus,NA,Pomadasys,8,2,3/26/2016,3,2016,3,3.05,0.052,1,0.052,0
angera,Pomadasys maculatus,NA,Pomadasys,1,6,3/22/2016,3,2016,2,4.08,0.335,8,0.335,0
angera,Pomadasys maculatus,NA,Pomadasys,1,47,2/11/2017,2,2017,1,1.5,0.075,1,0,0.075
angera,Pomadasys maculatus,NA,Pomadasys,1,10,7/10/2016,7,2016,3,3.35,0.06,1,0,0.06
angera,Pomadasys maculatus,NA,Pomadasys,1,23,9/1/2017,9,2017,2,4.67,0.185,5,0,0.185
angera,Pomadasys maculatus,NA,Pomadasys,1,5,3/25/2017,3,2017,3,3.03,0.04,1,0,0.04
angera,Pomadasys maculatus,NA,Pomadasys,1,6,4/22/2016,4,2016,2,5.5,0.105,4,0,0.105
angera,Pomadasys maculatus,NA,Pomadasys,1,14,6/20/2016,6,2016,2,5.23,0.33,11,0.33,0
angera,Pomadasys maculatus,NA,Pomadasys,1,9,5/8/2016,5,2016,2,3.33,0.1,2,0,0.1
angera,Pomadasys maculatus,NA,Pomadasys,1,9,3/22/2016,3,2016,2,4,0.18,3,0,0.18
angera,Pomadasys maculatus,NA,Pomadasys,1,9,6/16/2016,6,2016,2,4.17,0.065,1,0,0.065
angera,Pomadasys maculatus,NA,Pomadasys,1,9,9/21/2016,9,2016,2,4.08,0.425,9,0.425,0
angera,Pomadasys maculatus,NA,Pomadasys,1,6,8/19/2017,8,2017,2,3.75,0.08,2,0.08,0
angera,Pomadasys maculatus,NA,Pomadasys,1,22,3/25/2017,3,2017,3,3.85,0.075,1,0,0.075
angera,Pomadasys maculatus,NA,Pomadasys,1,42,10/20/2016,10,2016,1,2.48,0.34,1,0.34,0
angera,Pomadasys maculatus,NA,Pomadasys,2,3,4/13/2017,4,2017,2,3.83,0.24,4,0.24,0
angera,Pomadasys maculatus,NA,Pomadasys,1,8,3/31/2016,3,2016,5,5.5,0.324,12,0.324,0
angera,Pomadasys maculatus,NA,Pomadasys,1,9,7/10/2016,7,2016,4,3.67,0.08,1,0,0.08
angera,Pomadasys maculatus,NA,Pomadasys,1,9,5/30/2016,5,2016,2,4.33,0.81,1,0.81,0
angera,Pomadasys maculatus,NA,Pomadasys,1,13,5/8/2016,5,2016,2,4.5,0.455,8,0.455,0
angera,Pomadasys maculatus,NA,Pomadasys,1,13,4/23/2017,4,2017,3,2.57,0.17,5,0,0.17
angera,Pomadasys maculatus,NA,Pomadasys,1,49,10/1/2016,10,2016,1,4.48,0.725518095,4,0.725518095,0
angera,Pomadasys maculatus,NA,Pomadasys,1,13,9/22/2016,9,2016,2,3.75,0.36,6,0.36,0
angera,Pomadasys maculatus,NA,Pomadasys,1,8,3/29/2017,3,2017,2,3.5,0.13,3,0,0.13
angera,Pomadasys maculatus,NA,Pomadasys,1,5,4/22/2016,4,2016,2,4.33,0.03,1,0,0.03
angera,Pomadasys maculatus,NA,Pomadasys,1,5,9/24/2017,9,2017,4,2,0.495,1,0,0.495
angera,Pomadasys maculatus,NA,Pomadasys,1,16,4/26/2016,4,2016,2,5.5,0.43,14,0.43,0
angera,Pomadasys maculatus,NA,Pomadasys,1,6,5/27/2017,5,2017,2,4,0.04,1,0,0.04
angaotra,Abalistes stellaris,NA,Abalistes,1,34,9/30/2016,9,2016,1,3.28,1.030166667,1,1.030166667,0
angaotra,Abalistes stellaris,NA,Abalistes,1,22,9/19/2016,9,2016,4,1.83,1.614,1,1.614,0
angaotra,Abalistes stellaris,NA,Abalistes,1,34,8/23/2016,8,2016,1,7,2.025,1,0,2.025
angaotra,Abalistes stellaris,NA,Abalistes,1,9,6/16/2016,6,2016,2,4.17,0.5,1,0,0.5
angaotra,Abalistes stellaris,NA,Abalistes,8,8,5/27/2017,5,2017,2,3.42,0.255,1,0.255,0
angaotra,Abalistes stellaris,NA,Abalistes,1,17,10/26/2016,10,2016,2,4.8,0.195,1,0.195,0
angaotra,Abalistes stellaris,NA,Abalistes,1,23,2/9/2016,2,2016,1,5.75,1.030166667,1,1.030166667,0
angaotra,Abalistes stellaris,NA,Abalistes,1,2,2/9/2016,2,2016,1,5.75,1.3,1,0,1.3
angaotra,Abalistes stellaris,NA,Abalistes,1,17,8/22/2016,8,2016,2,4.22,0.735,1,0.735,0
angaotra,Abalistes stellaris,NA,Abalistes,1,30,8/23/2016,8,2016,1,6,1.030166667,1,1.030166667,0
angaotra,Abalistes stellaris,NA,Abalistes,2,14,4/20/2017,4,2017,2,6.42,2.105,2,2.105,0
angaotra,Abalistes stellaris,NA,Abalistes,1,36,9/30/2016,9,2016,1,6.25,1.595,1,0,1.595
angaravoha,Terapon jarbua,NA,Terapon,1,5,1/31/2017,1,2017,3,3.33,0.49,14,0.49,0
angaravoha,Terapon jarbua,NA,Terapon,1,23,11/13/2016,11,2016,3,2.2,0.108,4,0,0.108
angaravoha,Terapon jarbua,NA,Terapon,1,5,3/20/2016,3,2016,3,1.63,0.034,1,0,0.934
angaravoha,Terapon jarbua,NA,Terapon,1,28,2/22/2016,2,2016,1,4.2,0.065,1,0,0.065
angaravoha,Terapon jarbua,NA,Terapon,1,5,9/17/2016,9,2016,3,2.78,0.24,11,0,0.24
angaravoha,Terapon jarbua,NA,Terapon,1,6,8/22/2016,8,2016,2,6.58,2.715,72,2.715,0
angaravoha,Terapon jarbua,NA,Terapon,1,38,2/11/2017,2,2017,1,2.67,0.54825337,12,0.54825337,0
angaravoha,Terapon jarbua,NA,Terapon,1,28,4/28/2016,4,2016,1,3.67,0.137063342,3,0.137063342,0
angaravoha,Terapon jarbua,NA,Terapon,1,22,3/25/2017,3,2017,3,3.85,0.105,4,0.105,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,2/24/2017,2,2017,2,2.88,0.81,25,0.81,0
angaravoha,Terapon jarbua,NA,Terapon,1,27,4/23/2016,4,2016,1,2.67,0.035,1,0,0.035
angaravoha,Terapon jarbua,NA,Terapon,1,23,10/31/2017,10,2017,2,3.75,0.085,3,0,0.085
angaravoha,Terapon jarbua,NA,Terapon,1,47,10/15/2016,10,2016,1,4.75,0.091375562,2,0.091375562,0
angaravoha,Terapon jarbua,NA,Terapon,1,8,8/19/2016,8,2016,5,5.33,0.17,1,0.17,0
angaravoha,Terapon jarbua,NA,Terapon,1,2,4/20/2017,4,2017,1,4,0.228438904,5,0.228438904,0
angaravoha,Terapon jarbua,NA,Terapon,1,53,3/23/2017,3,2017,1,4.67,0.913755616,20,0.913755616,0
angaravoha,Terapon jarbua,NA,Terapon,1,12,9/26/2016,9,2016,3,2.83,0.045,2,0,0.045
angaravoha,Terapon jarbua,NA,Terapon,1,10,7/19/2016,7,2016,1,3,0.091375562,2,0.091375562,0
angaravoha,Terapon jarbua,NA,Terapon,1,11,7/17/2016,7,2016,3,3.33,0.38,4,0.085,0.295
angaravoha,Terapon jarbua,NA,Terapon,1,6,8/19/2017,8,2017,2,3.75,0.07,2,0.07,0
angaravoha,Terapon jarbua,NA,Terapon,1,29,3/18/2016,3,2016,1,3.17,0.085,3,0,0.085
angaravoha,Terapon jarbua,NA,Terapon,1,14,5/14/2016,5,2016,1,4.08,0.456877808,10,0.456877808,0
angaravoha,Terapon jarbua,NA,Terapon,1,35,5/14/2016,5,2016,1,3.68,0.822380054,18,0.822380054,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,3/29/2017,3,2017,2,5.08,1.2,34,1.2,0
angaravoha,Terapon jarbua,NA,Terapon,1,33,5/15/2017,5,2017,1,4.03,0.11,1,0,0.11
angaravoha,Terapon jarbua,NA,Terapon,1,10,4/26/2016,4,2016,2,4.33,0.13,4,0,0.13
angaravoha,Terapon jarbua,NA,Terapon,1,52,2/27/2017,2,2017,1,3.87,0.137063342,3,0.137063342,0
angaravoha,Terapon jarbua,NA,Terapon,1,8,4/30/2017,4,2017,2,4.08,1.385,39,1.385,0
angaravoha,Terapon jarbua,NA,Terapon,1,13,4/23/2017,4,2017,3,2.57,0.03,1,0,0.03
angaravoha,Terapon jarbua,NA,Terapon,1,8,6/8/2017,6,2017,1,4.37,0.035,1,0,0.035
angaravoha,Terapon jarbua,NA,Terapon,1,29,4/26/2017,4,2017,1,7.42,0.045687781,1,0.045687781,0
angaravoha,Terapon jarbua,NA,Terapon,1,15,9/26/2016,9,2016,2,4.08,0.18,3,0.18,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,3/14/2016,3,2016,2,5.5,0.055,1,0,0.055
angaravoha,Terapon jarbua,NA,Terapon,1,8,3/22/2016,3,2016,2,3,0.18,5,0.18,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,2/23/2017,2,2017,2,3.4,0.81,25,0.81,0
angaravoha,Terapon jarbua,NA,Terapon,8,14,7/22/2016,7,2016,3,3.85,0.065,2,0.065,0
angaravoha,Terapon jarbua,NA,Terapon,1,42,10/20/2016,10,2016,1,2.48,0.182751123,4,0.182751123,0
angaravoha,Terapon jarbua,NA,Terapon,1,29,5/15/2017,5,2017,1,3.9,0.04,1,0,0.04
angaravoha,Terapon jarbua,NA,Terapon,1,17,10/26/2016,10,2016,2,4.8,0.14,3,0.14,0
angaravoha,Terapon jarbua,NA,Terapon,1,21,10/16/2016,10,2016,3,2.9,0.11,4,0,0.11
angaravoha,Terapon jarbua,NA,Terapon,1,6,3/23/2017,3,2017,1,3.42,1.827511232,40,1.827511232,0
angaravoha,Terapon jarbua,NA,Terapon,1,10,4/13/2017,4,2017,2,3.17,0.1,3,0,0.1
angaravoha,Terapon jarbua,NA,Terapon,1,6,8/20/2017,8,2017,1,3,0.274126685,6,0.274126685,0
angaravoha,Terapon jarbua,NA,Terapon,1,19,5/14/2016,5,2016,4,4.33,0.07,1,0,0.07
angaravoha,Terapon jarbua,NA,Terapon,1,29,6/16/2016,6,2016,1,3.75,0.502565589,11,0.502565589,0
angaravoha,Terapon jarbua,NA,Terapon,1,14,2/22/2017,2,2017,1,6.25,0.959443397,21,0.959443397,0
angaravoha,Terapon jarbua,NA,Terapon,1,16,8/5/2016,8,2016,2,4.4,0.245,3,0.245,0
angaravoha,Terapon jarbua,NA,Terapon,1,10,8/7/2016,8,2016,3,3.55,0.103,4,0.103,0
angaravoha,Terapon jarbua,NA,Terapon,1,8,4/1/2017,4,2017,2,4.17,1.53,36,1.53,0
angaravoha,Terapon jarbua,NA,Terapon,8,30,10/15/2016,10,2016,1,2.5,0.182751123,4,0.182751123,0
angaravoha,Terapon jarbua,NA,Terapon,1,11,7/10/2016,7,2016,3,3.5,0.051,2,0.051,0
angaravoha,Terapon jarbua,NA,Terapon,1,47,4/20/2017,4,2017,1,4.97,0.365502246,8,0.365502246,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,6/29/2016,6,2016,2,5.97,0.04,1,0,0.04
angaravoha,Terapon jarbua,NA,Terapon,1,10,2/11/2017,2,2017,3,2,0.065,2,0,0.065
angaravoha,Terapon jarbua,NA,Terapon,1,27,2/11/2017,2,2017,3,2.93,0.19,6,0,0.19
angaravoha,Terapon jarbua,NA,Terapon,1,15,8/12/2016,8,2016,3,2.78,0.61,16,0.61,0
angaravoha,Terapon jarbua,NA,Terapon,1,39,8/20/2017,8,2017,1,3.67,0.11,2,0,0.11
angaravoha,Terapon jarbua,NA,Terapon,1,35,5/29/2016,5,2016,1,3.67,0.228438904,5,0.228438904,0
angaravoha,Terapon jarbua,NA,Terapon,8,9,7/22/2016,7,2016,3,5.47,0.21,6,0.21,0
angaravoha,Terapon jarbua,NA,Terapon,1,2,10/29/2016,10,2016,3,1.63,0.7,14,0,0.7
angaravoha,Terapon jarbua,NA,Terapon,1,35,9/30/2016,9,2016,1,3.95,0.274126685,6,0.274126685,0
angaravoha,Terapon jarbua,NA,Terapon,1,13,5/8/2016,5,2016,2,4.5,0.16,3,0,0.16
angaravoha,Terapon jarbua,NA,Terapon,8,2,9/17/2016,9,2016,3,1.75,0.095,3,0,0.095
angaravoha,Terapon jarbua,NA,Terapon,1,6,9/24/2017,9,2017,2,6.58,2.615,72,2.615,0
angaravoha,Terapon jarbua,NA,Terapon,1,37,9/23/2016,9,2016,1,4.08,1.918886793,42,1.918886793,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,9/14/2017,9,2017,2,4.33,0.755,16,0.755,0
angaravoha,Terapon jarbua,NA,Terapon,1,5,12/18/2016,12,2016,3,1.47,0.04,1,0.04,0
angaravoha,Terapon jarbua,NA,Terapon,1,5,1/31/2017,1,2017,3,3.58,0.36,13,0.36,0
angaravoha,Terapon jarbua,NA,Terapon,1,23,8/31/2017,8,2017,2,3.75,0.085,3,0,0.085
angaravoha,Terapon jarbua,NA,Terapon,1,32,2/15/2017,2,2017,1,3.08,0.913755616,20,0.913755616,0
angaravoha,Terapon jarbua,NA,Terapon,8,27,5/15/2017,5,2017,3,3.05,0.51,17,0.51,0
angaravoha,Terapon jarbua,NA,Terapon,8,30,5/30/2017,5,2017,3,3.87,1.025,42,1.025,0
angaravoha,Terapon jarbua,NA,Terapon,1,8,6/21/2017,6,2017,2,3.83,0.015,1,0,0.015
angaravoha,Terapon jarbua,NA,Terapon,8,5,2/11/2017,2,2017,3,3.87,0.15,6,0.15,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,5/29/2016,5,2016,1,3.7,0.08,1,0,0.08
angaravoha,Terapon jarbua,NA,Terapon,1,9,5/8/2016,5,2016,2,3.33,0.27,5,0.27,0
angaravoha,Terapon jarbua,NA,Terapon,1,14,6/20/2016,6,2016,2,5.23,0.12,3,0.12,0
angaravoha,Terapon jarbua,NA,Terapon,1,49,10/20/2016,10,2016,1,4,1.370633424,30,1.370633424,0
angaravoha,Terapon jarbua,NA,Terapon,1,10,6/11/2016,6,2016,3,2.3,0.06,2,0,0.06
angaravoha,Terapon jarbua,NA,Terapon,1,10,3/25/2017,3,2017,3,2.57,0.06,1,0.06,0
angaravoha,Terapon jarbua,NA,Terapon,1,8,3/26/2016,3,2016,2,3.42,0.085,1,0,0.085
angaravoha,Terapon jarbua,NA,Terapon,1,50,2/26/2016,2,2016,1,4.75,0.59394115,13,0.59394115,0
angaravoha,Terapon jarbua,NA,Terapon,1,17,7/22/2016,7,2016,2,3.75,0.185,3,0,0.185
angaravoha,Terapon jarbua,NA,Terapon,1,47,4/23/2016,4,2016,1,3.9,0.182751123,4,0.182751123,0
angaravoha,Terapon jarbua,NA,Terapon,1,6,8/5/2016,8,2016,2,4.33,0.755,16,0.755,0
angaravoha,Terapon jarbua,NA,Terapon,1,30,8/19/2016,8,2016,1,3.85,1.507696766,33,1.507696766,0
angaravoha,Terapon jarbua,NA,Terapon,1,16,9/17/2017,9,2017,2,4.4,0.245,3,0.245,0
angaravoha,Terapon jarbua,NA,Terapon,1,5,6/11/2016,6,2016,3,2.05,0.042,1,0,0.042
angaravoha,Terapon jarbua,NA,Terapon,1,5,1/31/2017,1,2017,3,3.5,0.33,12,0.33,0
angaravoha,Terapon jarbua,NA,Terapon,8,5,9/26/2016,9,2016,3,4.07,0.75,3,0.75,0
angaravoha,Terapon jarbua,NA,Terapon,1,16,8/22/2016,8,2016,2,6.55,0.63,9,0.63,0
angaravoha,Terapon jarbua,NA,Terapon,1,27,7/23/2017,7,2017,1,3.63,0.06,1,0,0.06
angaravoha,Terapon jarbua,NA,Terapon,1,6,10/27/2016,10,2016,2,4.42,0.07,2,0,0.07
angaravoha,Terapon jarbua,NA,Terapon,1,2,2/15/2017,2,2017,1,4.17,0.685316712,15,0.685316712,0
angaravoha,Terapon jarbua,NA,Terapon,1,9,6/15/2016,6,2016,2,3.92,0.145,5,0,0.145
angaravoha,Terapon jarbua,NA,Terapon,1,35,3/12/2016,3,2016,1,5.25,0.365502246,8,0.365502246,0
angaravoha,Terapon jarbua,NA,Terapon,1,22,7/26/2016,7,2016,1,3.43,0.639628931,14,0.639628931,0
angaravoha,Terapon jarbua,NA,Terapon,1,3,3/12/2016,3,2016,3,1.5,0.342,9,0.342,0
angaravoha,Terapon jarbua,NA,Terapon,1,13,10/16/2016,10,2016,3,2.5,0.155,5,0,0.155
